Ticker,FilingDate,TxnDate,Insider,Title,Role,Code,AcqDisp,Shares,Price,Value,Is10b5,AgeDays,Notes,SourceURL
ZYME,2026-01-12,2026-01-12,Moore Paul Andrew,Chief Scientific Officer,OTHER,S,D,9560,22.67,216759,N,2,,https://www.sec.gov/Archives/edgar/data/1937653/000119312526010834/ownership.xml
ZYME,2026-01-12,2026-01-12,Galbraith Kenneth,Chair & CEO,OTHER,S,D,30424,22.67,689819,N,2,,https://www.sec.gov/Archives/edgar/data/1937653/000119312526010790/ownership.xml
MOVE,2026-01-12,2026-01-07,Leabman Michael Aaron,Chief Technology Officer,OTHER,S,D,3293,7.34,24171,N,2,,https://www.sec.gov/Archives/edgar/data/1734750/000119312526010713/ownership.xml
MOVE,2026-01-12,2026-01-08,Leabman Michael Aaron,Chief Technology Officer,OTHER,S,D,3593,7.26,26085,N,2,,https://www.sec.gov/Archives/edgar/data/1734750/000119312526010713/ownership.xml
MOVE,2026-01-12,2026-01-09,Leabman Michael Aaron,Chief Technology Officer,OTHER,S,D,783,7.27,5692,N,2,,https://www.sec.gov/Archives/edgar/data/1734750/000119312526010713/ownership.xml
MOVE,2026-01-12,2026-01-05,Cogan Jeremy,CFO,CFO,S,D,1879,8.35,15690,N,2,,https://www.sec.gov/Archives/edgar/data/1734750/000119312526010712/ownership.xml
MOVE,2026-01-12,2026-01-06,Cogan Jeremy,CFO,CFO,S,D,3859,8.03,30988,N,2,,https://www.sec.gov/Archives/edgar/data/1734750/000119312526010712/ownership.xml
MOVE,2026-01-12,2026-01-06,Cogan Jeremy,CFO,CFO,S,D,4359,7.57,32998,N,2,,https://www.sec.gov/Archives/edgar/data/1734750/000119312526010712/ownership.xml
MOVE,2026-01-07,2026-01-05,Mastrototaro John,Chief Executive Officer,CEO,S,D,2514,8.21,20640,N,7,,https://www.sec.gov/Archives/edgar/data/1734750/000119312526006613/ownership.xml
ZYME,2026-01-05,2026-01-05,Smith Jeffrey T L,EVP & Chief Medical Officer,OTHER,S,D,10538,25.10,264471,N,9,,https://www.sec.gov/Archives/edgar/data/1937653/000119312526003102/ownership.xml
ZYME,2026-01-05,2026-01-05,Galbraith Kenneth,Chair & CEO,OTHER,S,D,22657,25.10,568620,N,9,,https://www.sec.gov/Archives/edgar/data/1937653/000119312526003097/ownership.xml
ZYME,2026-01-05,2026-01-05,Galbraith Kenneth,Chair & CEO,OTHER,S,D,31686,25.10,795220,N,9,,https://www.sec.gov/Archives/edgar/data/1937653/000119312526003097/ownership.xml
ZYME,2026-01-05,2026-01-05,Moore Paul Andrew,Chief Scientific Officer,OTHER,S,D,9289,25.10,233125,N,9,,https://www.sec.gov/Archives/edgar/data/1937653/000119312526003095/ownership.xml
ZYME,2026-01-05,2026-01-05,Moore Paul Andrew,Chief Scientific Officer,OTHER,S,D,10821,25.10,271574,N,9,,https://www.sec.gov/Archives/edgar/data/1937653/000119312526003095/ownership.xml
COCP,2026-01-02,2025-12-31,FROST PHILLIP MD ET AL,,DIRECTOR,P,A,50000,0.95,47275,N,12,,https://www.sec.gov/Archives/edgar/data/1412486/000149315226000114/ownership.xml
COCP,2025-12-31,2025-12-30,FROST PHILLIP MD ET AL,,DIRECTOR,P,A,20000,0.97,19310,N,14,,https://www.sec.gov/Archives/edgar/data/1412486/000149315225029796/ownership.xml
BRT,2025-12-31,2025-12-29,ZWEIER GEORGE,VICE PRESIDENT - CFO,PRESIDENT,S,D,6801,14.74,100240,N,14,,https://www.sec.gov/Archives/edgar/data/14846/000121465925018715/marketforms-71712.xml
COCP,2025-12-29,2025-12-24,FROST PHILLIP MD ET AL,,DIRECTOR,P,A,25000,0.97,24258,N,16,,https://www.sec.gov/Archives/edgar/data/1412486/000149315225029257/ownership.xml
COCP,2025-12-29,2025-12-26,FROST PHILLIP MD ET AL,,DIRECTOR,P,A,40000,0.97,38944,N,16,,https://www.sec.gov/Archives/edgar/data/1412486/000149315225029257/ownership.xml
ZYME,2025-12-22,2025-12-22,Galbraith Kenneth,Chair & CEO,OTHER,S,D,47528,27.02,1284311,N,23,,https://www.sec.gov/Archives/edgar/data/1937653/000119312525329028/ownership.xml
SKWD,2025-12-19,2025-12-18,Kapadia Sandip A,Head of Actuarial,OTHER,S,D,5030,50.01,251550,Y,26,10b5-1 suspected,https://www.sec.gov/Archives/edgar/data/1519449/000193713225000005/form4-12192025_041201.xml
SKWD,2025-12-16,2025-12-12,Kapadia Sandip A,Head of Actuarial,OTHER,S,D,1486,50.03,74345,Y,29,10b5-1 suspected,https://www.sec.gov/Archives/edgar/data/1519449/000193713225000003/form4-12162025_041201.xml
SKWD,2025-12-16,2025-12-12,Kapadia Sandip A,Head of Actuarial,OTHER,S,D,1200,50.01,60012,Y,29,10b5-1 suspected,https://www.sec.gov/Archives/edgar/data/1519449/000193713225000003/form4-12162025_041201.xml
