Underlying,Type,Strike,Expiration,DTE,UnderlyingPx,Bid,Ask,Mid,IV,Delta,Volume,OpenInterest,SpreadPct,Score
TSLA,C,460.0000,2026-02-06,18,437.5000,10.7500,10.8500,10.8000,0.495595,0.352627,835,928,0.0093,3.790709
MSFT,C,460.0000,2026-02-06,18,459.8600,15.1500,15.3000,15.2300,0.362003,0.526741,711,3674,0.0098,3.788218
QQQ,C,626.0000,2026-01-30,11,621.2600,5.9000,5.9500,5.9300,0.177952,0.427864,2162,2652,0.0084,3.787898
QQQ,P,615.0000,2026-02-06,18,621.2600,7.8600,7.9300,7.9000,0.207842,-0.383646,166,8664,0.0089,3.787808
TSLA,P,430.0000,2026-01-30,11,437.5000,12.2500,12.3500,12.3000,0.534748,-0.401714,1555,3913,0.0081,3.786609
GOOGL,C,340.0000,2026-02-06,18,330.0000,8.0000,8.2000,8.1000,0.409552,0.399110,612,4383,0.0247,3.785778
PLTR,P,165.0000,2026-02-13,25,170.9600,8.8000,8.9000,8.8500,0.676432,-0.378927,396,1319,0.0113,3.783664
TSLA,P,430.0000,2026-02-06,18,437.5000,14.8500,15.0000,14.9300,0.492749,-0.407000,364,1336,0.0100,3.783546
AAPL,C,260.0000,2026-02-06,18,255.5300,4.9000,5.0500,4.9700,0.294331,0.422730,2126,3398,0.0302,3.782986
AMZN,C,250.0000,2026-02-13,25,239.1200,5.9000,6.0000,5.9500,0.399910,0.366896,296,3915,0.0168,3.782862
MSFT,P,450.0000,2026-02-06,18,459.8600,10.0000,10.2000,10.1000,0.371463,-0.369232,199,2846,0.0198,3.782375
QQQ,P,620.0000,2026-02-20,32,621.2600,12.2900,12.3700,12.3300,0.194526,-0.444270,11093,34634,0.0065,3.777110
AMZN,C,245.0000,2026-02-06,18,239.1200,6.9000,7.0500,6.9800,0.438286,0.430307,1159,2642,0.0215,3.776228
QQQ,P,620.0000,2026-01-30,11,621.2600,7.4800,7.5400,7.5100,0.199357,-0.452437,4381,12873,0.0080,3.775904
GOOGL,C,335.0000,2026-02-06,18,330.0000,10.0000,10.2000,10.1000,0.410496,0.463216,851,5106,0.0198,3.775108
IWM,C,268.0000,2026-01-30,11,265.7600,2.7600,2.7900,2.7800,0.196248,0.426575,1108,8596,0.0108,3.774787
AMZN,P,230.0000,2026-02-06,18,239.1200,5.4000,5.5500,5.4800,0.460487,-0.324371,772,10197,0.0274,3.773978
QQQ,P,610.0000,2026-01-30,11,621.2600,4.5000,4.5400,4.5200,0.220142,-0.295584,3168,30109,0.0088,3.773615
NVDA,C,192.5000,2026-01-30,11,186.2300,2.4900,2.5000,2.5000,0.375764,0.325667,3508,2572,0.0040,3.770746
AMZN,C,250.0000,2026-02-06,18,239.1200,5.0500,5.2000,5.1300,0.433822,0.348971,1413,13524,0.0292,3.770384
TSLA,P,435.0000,2026-02-20,32,437.5000,21.6500,21.7500,21.7000,0.463944,-0.443417,843,3208,0.0046,3.769165
QQQ,P,625.0000,2026-02-06,18,621.2600,11.6400,11.7200,11.6800,0.191232,-0.524733,246,4682,0.0068,3.767881
IWM,P,265.0000,2026-02-20,32,265.7600,5.2800,5.3300,5.3100,0.198966,-0.439406,3824,4054,0.0094,3.767236
IWM,P,261.0000,2026-02-06,18,265.7600,2.6800,2.7300,2.7100,0.212393,-0.323101,188,8400,0.0185,3.766972
TSLA,P,435.0000,2026-01-30,11,437.5000,14.5500,14.6500,14.6000,0.534414,-0.450500,1806,11906,0.0068,3.766266
AAPL,P,250.0000,2026-02-20,32,255.5300,5.5000,5.6000,5.5500,0.283793,-0.361462,2295,11987,0.0180,3.765658
QQQ,P,621.0000,2026-02-20,32,621.2600,12.6600,12.7500,12.7100,0.193284,-0.455204,1159,1012,0.0071,3.763569
QQQ,C,625.0000,2026-01-30,11,621.2600,6.4100,6.4600,6.4400,0.179940,0.448963,4605,14573,0.0078,3.762982
NVDA,C,190.0000,2026-02-13,25,186.2300,5.7500,5.8500,5.8000,0.370109,0.451005,2387,46484,0.0172,3.762871
NVDA,P,180.0000,2026-02-20,32,186.2300,5.2500,5.3000,5.2800,0.385834,-0.347039,5523,61805,0.0095,3.762203
NVDA,P,185.0000,2026-02-20,32,186.2300,7.2500,7.3000,7.2800,0.377728,-0.438661,2819,41797,0.0069,3.762019
IWM,P,260.0000,2026-02-20,32,265.7600,3.5900,3.6400,3.6200,0.209637,-0.324675,13407,24777,0.0138,3.761919
TSLA,P,425.0000,2026-02-20,32,437.5000,17.0000,17.1000,17.0500,0.463424,-0.377593,295,2051,0.0059,3.761688
AMZN,C,240.0000,2026-02-06,18,239.1200,9.2000,9.3500,9.2700,0.444284,0.514794,2715,2791,0.0162,3.761425
MSFT,P,450.0000,2026-01-30,11,459.8600,8.6500,8.8500,8.7500,0.424562,-0.362655,845,4632,0.0229,3.761385
MSFT,P,455.0000,2026-01-30,11,459.8600,10.7000,10.8500,10.7700,0.422131,-0.419885,473,1758,0.0139,3.760503
META,P,610.0000,2026-02-20,32,620.2500,22.5000,22.7000,22.6000,0.394646,-0.405729,696,2626,0.0088,3.759359
NVDA,P,185.0000,2026-01-30,11,186.2300,4.4500,4.5000,4.4700,0.404068,-0.439979,4049,10272,0.0112,3.759035
AMZN,P,235.0000,2026-01-30,11,239.1200,3.1000,3.2000,3.1500,0.309475,-0.352563,1082,2172,0.0317,3.757076
IWM,C,272.0000,2026-02-20,32,265.7600,3.5000,3.5500,3.5300,0.179978,0.371983,1114,1215,0.0142,3.756927
TSLA,C,450.0000,2026-02-13,25,437.5000,17.0000,17.2000,17.1000,0.479259,0.446472,589,1065,0.0117,3.755622
IWM,P,265.0000,2026-01-30,11,265.7600,3.1900,3.2300,3.2100,0.204802,-0.444050,1879,984,0.0125,3.755060
PLTR,P,170.0000,2026-02-20,32,170.9600,11.7500,11.8500,11.8000,0.629636,-0.441592,1589,14985,0.0085,3.754230
TSLA,P,430.0000,2026-02-20,32,437.5000,19.2000,19.3500,19.2700,0.463267,-0.410367,765,8089,0.0078,3.753436
SLV,P,81.0000,2026-02-20,32,81.0200,7.4500,7.5500,7.5000,0.806835,-0.444792,274,2551,0.0133,3.752265
MSFT,P,450.0000,2026-02-20,32,459.8600,12.0000,12.2000,12.1000,0.324214,-0.374695,999,8992,0.0165,3.751120
NVDA,C,195.0000,2026-02-13,25,186.2300,3.8000,3.9000,3.8500,0.361926,0.343730,1195,10183,0.0260,3.749115
IWM,C,271.0000,2026-02-20,32,265.7600,3.9000,3.9400,3.9200,0.180856,0.398983,425,2378,0.0102,3.748464
QQQ,P,621.0000,2026-01-30,11,621.2600,7.8600,7.9300,7.9000,0.197383,-0.470774,551,1040,0.0089,3.748335
META,P,600.0000,2026-02-20,32,620.2500,18.3000,18.5500,18.4300,0.395378,-0.352154,573,10797,0.0136,3.747956
MSFT,C,470.0000,2026-01-30,11,459.8600,9.0000,9.1000,9.0500,0.411440,0.401855,1019,1562,0.0110,3.747816
PLTR,C,175.0000,2026-02-06,18,170.9600,9.2500,9.3500,9.3000,0.720167,0.479797,1490,2051,0.0108,3.747722
BAC,P,52.5000,2026-02-20,32,52.9700,1.0600,1.0800,1.0700,0.223980,-0.407630,1947,16445,0.0187,3.747121
AMZN,C,245.0000,2026-02-13,25,239.1200,7.8000,7.9500,7.8800,0.404636,0.442707,1182,3613,0.0190,3.746752
NFLX,P,85.0000,2026-02-06,18,88.0000,2.6100,2.7300,2.6700,0.532793,-0.354516,839,1281,0.0449,3.746073
META,P,620.0000,2026-02-20,32,620.2500,27.2000,27.4500,27.3300,0.394069,-0.460424,769,4326,0.0091,3.744779
QQQ,P,619.0000,2026-01-26,7,621.2600,4.3600,4.4000,4.3800,0.166255,-0.416269,670,1061,0.0091,3.744372
GOOGL,P,320.0000,2026-02-20,32,330.0000,9.3000,9.4500,9.3800,0.375249,-0.354962,1117,4653,0.0160,3.743220
GOOGL,P,325.0000,2026-02-20,32,330.0000,11.3000,11.4500,11.3800,0.372278,-0.407730,858,1561,0.0132,3.742008
TSLA,P,435.0000,2026-02-06,18,437.5000,17.2000,17.3500,17.2700,0.492520,-0.448431,512,735,0.0087,3.741999
QQQ,P,622.0000,2026-02-20,32,621.2600,13.0500,13.1400,13.1000,0.192033,-0.466294,2510,1531,0.0069,3.741706
MSFT,P,455.0000,2026-02-20,32,459.8600,14.1000,14.3000,14.2000,0.323060,-0.418893,1733,4054,0.0141,3.741450
META,P,600.0000,2026-01-30,11,620.2500,13.2000,13.4000,13.3000,0.528344,-0.335717,565,4974,0.0150,3.740094
GOOGL,P,325.0000,2026-01-30,11,330.0000,4.6000,4.7500,4.6800,0.312832,-0.368424,913,1769,0.0321,3.738812
AMZN,C,240.0000,2026-02-13,25,239.1200,10.1000,10.2500,10.1800,0.409089,0.520420,501,1856,0.0147,3.738724
NVDA,C,190.0000,2026-01-30,11,186.2300,3.4000,3.4500,3.4300,0.382554,0.402886,25193,18671,0.0146,3.738149
MSFT,P,450.0000,2026-02-13,25,459.8600,10.9500,11.1500,11.0500,0.339911,-0.371976,797,749,0.0181,3.737642
QQQ,C,630.0000,2026-02-20,32,621.2600,9.7300,9.7900,9.7600,0.169879,0.434300,13738,15191,0.0061,3.735637
AAPL,P,250.0000,2026-01-30,11,255.5300,3.5000,3.6000,3.5500,0.345934,-0.337448,1705,5995,0.0282,3.735065
TSLA,C,455.0000,2026-01-30,11,437.5000,9.4000,9.5000,9.4500,0.534981,0.359557,1459,1913,0.0106,3.732823
NVDA,P,180.0000,2026-01-30,11,186.2300,2.7300,2.7400,2.7400,0.424438,-0.301853,16621,26806,0.0036,3.732678
META,P,620.0000,2026-01-30,11,620.2500,21.8500,22.1000,21.9800,0.526027,-0.473460,1749,1532,0.0114,3.731744
QQQ,P,605.0000,2026-02-20,32,621.2600,7.8700,7.9300,7.9000,0.215359,-0.302739,13171,25982,0.0076,3.731662
TSLA,C,435.0000,2026-02-06,18,437.5000,20.7500,20.9000,20.8300,0.492224,0.551574,1628,1027,0.0072,3.731308
QQQ,P,609.0000,2026-01-30,11,621.2600,4.2700,4.3200,4.3000,0.222364,-0.282760,366,6155,0.0116,3.730247
NFLX,P,85.0000,2026-01-30,11,88.0000,2.3900,2.4400,2.4200,0.631801,-0.350185,588,6112,0.0207,3.730055
QQQ,P,600.0000,2026-02-13,25,621.2600,5.7100,5.7700,5.7400,0.228100,-0.251269,401,1509,0.0105,3.729469
IWM,P,266.0000,2026-02-20,32,265.7600,5.6900,5.7500,5.7200,0.196934,-0.464600,727,1174,0.0105,3.728678
MSFT,C,475.0000,2026-01-30,11,459.8600,7.2000,7.3500,7.2800,0.410138,0.345245,2258,1528,0.0206,3.728332
PLTR,P,167.5000,2026-01-30,11,170.9600,4.4500,4.5500,4.5000,0.527853,-0.387673,641,1425,0.0222,3.727558
AMZN,P,240.0000,2026-02-13,25,239.1200,10.3000,10.5000,10.4000,0.415527,-0.479230,515,899,0.0192,3.727154
IWM,C,265.0000,2026-02-06,18,265.7600,5.3500,5.4000,5.3800,0.197592,0.557013,300,1990,0.0093,3.726212
MSFT,P,460.0000,2026-02-20,32,459.8600,16.4000,16.6000,16.5000,0.321465,-0.463966,1070,4524,0.0121,3.724926
TSLA,P,420.0000,2026-02-20,32,437.5000,14.9500,15.1000,15.0200,0.464060,-0.345427,1737,6944,0.0100,3.724224
PLTR,P,165.0000,2026-01-30,11,170.9600,3.6000,3.6500,3.6300,0.537866,-0.328938,2490,4867,0.0138,3.723468
AAPL,P,250.0000,2026-02-13,25,255.5300,5.0000,5.1000,5.0500,0.297354,-0.357906,478,788,0.0198,3.723191
QQQ,C,629.0000,2026-02-20,32,621.2600,10.2400,10.3000,10.2700,0.171131,0.447291,2301,1908,0.0058,3.722880
MSFT,P,460.0000,2026-01-30,11,459.8600,13.0500,13.2000,13.1300,0.421234,-0.478863,1374,2217,0.0114,3.722734
AMD,P,230.0000,2026-02-20,32,231.8300,14.0000,14.2000,14.1000,0.569318,-0.437503,869,3735,0.0142,3.722441
SLV,P,80.0000,2026-02-20,32,81.0200,6.9000,7.0000,6.9500,0.804413,-0.424385,16104,29765,0.0144,3.720471
TSLA,C,450.0000,2026-01-30,11,437.5000,11.1500,11.2500,11.2000,0.535549,0.405044,3999,3336,0.0089,3.719925
AMZN,P,235.0000,2026-02-20,32,239.1200,8.5000,8.6500,8.5700,0.392191,-0.403043,4033,7383,0.0175,3.718906
TSLA,P,445.0000,2026-02-13,25,437.5000,25.1500,25.3000,25.2300,0.481124,-0.517881,1048,1421,0.0059,3.717952
GOOGL,P,330.0000,2026-02-20,32,330.0000,13.6000,13.8000,13.7000,0.370671,-0.462230,828,13874,0.0146,3.717533
AVGO,P,340.0000,2026-02-20,32,351.7100,12.3000,12.5000,12.4000,0.447917,-0.361414,453,6337,0.0161,3.716541
NVDA,C,185.0000,2026-02-06,18,186.2300,7.2000,7.2500,7.2300,0.386845,0.559142,1906,6383,0.0069,3.715252
IWM,C,270.0000,2026-02-20,32,265.7600,4.3200,4.3700,4.3500,0.182153,0.426524,7060,41081,0.0115,3.713872
PLTR,P,170.0000,2026-01-30,11,170.9600,5.5000,5.6000,5.5500,0.520510,-0.450588,2720,3994,0.0180,3.713000
GOOGL,P,327.5000,2026-01-30,11,330.0000,5.6000,5.7500,5.6800,0.311058,-0.422410,1400,1571,0.0264,3.711229
SLV,P,78.0000,2026-01-30,11,81.0200,3.5500,3.6000,3.5800,0.908399,-0.370968,3651,2254,0.0140,3.710642
QQQ,P,620.0000,2026-01-26,7,621.2600,4.7300,4.7700,4.7500,0.164238,-0.443227,1786,1142,0.0084,3.709621
QQQ,C,625.0000,2026-01-27,8,621.2600,3.9700,4.0100,3.9900,0.146272,0.414599,916,930,0.0100,3.709038
SLV,P,81.0000,2026-01-30,11,81.0200,5.0000,5.1000,5.0500,0.914350,-0.463979,873,1066,0.0198,3.708324
QQQ,C,623.0000,2026-01-30,11,621.2600,7.4900,7.5500,7.5200,0.183836,0.490241,573,2515,0.0080,3.707285
AVGO,P,350.0000,2026-02-20,32,351.7100,16.6000,16.9000,16.7500,0.443445,-0.445849,833,5916,0.0179,3.705407
AAPL,C,260.0000,2026-01-30,11,255.5300,4.0000,4.1000,4.0500,0.328834,0.401740,4796,4423,0.0247,3.705319
TSLA,P,440.0000,2026-02-20,32,437.5000,24.2000,24.3500,24.2800,0.464292,-0.476406,1981,5656,0.0062,3.705079
QQQ,C,640.0000,2026-02-20,32,621.2600,5.4500,5.5000,5.4800,0.158421,0.302700,4619,25717,0.0091,3.704296
PLTR,P,165.0000,2026-02-20,32,170.9600,9.4500,9.5500,9.5000,0.635320,-0.379806,1410,5749,0.0105,3.704068
TSLA,C,445.0000,2026-01-30,11,437.5000,13.1000,13.2000,13.1500,0.535253,0.452142,3845,1646,0.0076,3.702683
TSLA,P,445.0000,2026-02-06,18,437.5000,22.6000,22.8000,22.7000,0.495333,-0.530732,407,1719,0.0088,3.702169
NVDA,C,185.0000,2026-02-13,25,186.2300,8.2500,8.3000,8.2800,0.378053,0.560036,973,5994,0.0060,3.697929
QQQ,P,600.0000,2026-02-06,18,621.2600,4.3500,4.4100,4.3800,0.233669,-0.228291,540,34601,0.0137,3.694499
PLTR,P,175.0000,2026-02-06,18,170.9600,12.9000,13.0000,12.9500,0.722875,-0.519888,460,1679,0.0077,3.693541
MSFT,P,445.0000,2026-02-20,32,459.8600,10.1000,10.3000,10.2000,0.324975,-0.331767,931,5002,0.0196,3.693055
IWM,C,269.0000,2026-02-20,32,265.7600,4.7800,4.8300,4.8100,0.183536,0.454164,280,2707,0.0104,3.690580
QQQ,C,640.0000,2026-02-06,18,621.2600,2.7700,2.8200,2.8000,0.158807,0.225084,578,16730,0.0179,3.689321
NKE,P,62.5000,2026-02-20,32,64.3800,1.4400,1.4800,1.4600,0.318907,-0.341822,2860,4706,0.0274,3.688466
SLV,P,80.0000,2026-01-30,11,81.0200,4.4500,4.5500,4.5000,0.907293,-0.432994,2811,5707,0.0222,3.688110
TSLA,P,440.0000,2026-01-30,11,437.5000,17.1000,17.2000,17.1500,0.534214,-0.499531,3933,3208,0.0058,3.687101
NVDA,C,187.5000,2026-01-30,11,186.2300,4.5000,4.5500,4.5300,0.387360,0.482039,4103,2191,0.0110,3.686570
MSFT,C,480.0000,2026-02-06,18,459.8600,7.1000,7.2500,7.1800,0.355189,0.318203,311,1623,0.0209,3.686433
ORCL,P,190.0000,2026-01-30,11,191.0900,6.2500,6.4000,6.3300,0.530771,-0.450457,641,1442,0.0237,3.685523
AMD,P,230.0000,2026-01-30,11,231.8300,7.7000,7.8500,7.7800,0.552486,-0.441844,1496,958,0.0193,3.685340
AAPL,C,262.5000,2026-01-30,11,255.5300,3.0500,3.1500,3.1000,0.323895,0.335894,1330,1462,0.0323,3.684596
SLV,C,82.0000,2026-02-13,25,81.0200,6.6500,6.7500,6.7000,0.830810,0.527573,584,1517,0.0149,3.683468
SLV,C,83.0000,2026-02-06,18,81.0200,5.4000,5.5000,5.4500,0.869300,0.493706,863,1175,0.0183,3.683381
TSLA,C,440.0000,2026-01-30,11,437.5000,15.3000,15.4000,15.3500,0.535453,0.500554,6228,2705,0.0065,3.682066
AMZN,P,240.0000,2026-02-20,32,239.1200,10.8000,10.9500,10.8800,0.388538,-0.474607,472,7221,0.0138,3.681811
QQQ,C,626.0000,2026-02-20,32,621.2600,11.8500,11.9200,11.8900,0.175060,0.485582,1403,1953,0.0059,3.681166
META,C,640.0000,2026-01-30,11,620.2500,14.3500,14.5500,14.4500,0.518764,0.387324,823,951,0.0138,3.680970
HOOD,P,105.0000,2026-02-06,18,108.7400,3.4000,3.6000,3.5000,0.556577,-0.357586,397,1956,0.0571,3.680740
QQQ,C,625.0000,2026-02-13,25,621.2600,10.8700,10.9300,10.9000,0.179916,0.487558,540,755,0.0055,3.680664
TSLA,C,440.0000,2026-02-13,25,437.5000,21.3000,21.4500,21.3800,0.478644,0.517741,692,850,0.0070,3.680196
AAPL,C,265.0000,2026-02-20,32,255.5300,4.2500,4.3500,4.3000,0.252971,0.348323,2399,11309,0.0233,3.680196
QQQ,P,603.0000,2026-02-20,32,621.2600,7.4100,7.4800,7.4500,0.218230,-0.287114,2034,2160,0.0094,3.680135
IWM,C,267.0000,2026-01-30,11,265.7600,3.2300,3.2700,3.2500,0.198212,0.470391,269,1872,0.0123,3.680009
AMD,C,235.0000,2026-02-06,18,231.8300,11.6500,12.0000,11.8300,0.634071,0.496595,893,1259,0.0296,3.678313
TSLA,P,415.0000,2026-02-06,18,437.5000,9.1500,9.3000,9.2300,0.495705,-0.288740,582,962,0.0163,3.677033
QQQ,P,615.0000,2026-02-27,39,621.2600,12.0000,12.0900,12.0500,0.203770,-0.395290,665,1201,0.0075,3.676128
IWM,C,268.0000,2026-02-20,32,265.7600,5.2700,5.3100,5.2900,0.184670,0.481658,3561,3628,0.0076,3.675862
MSFT,C,475.0000,2026-02-20,32,459.8600,10.6000,10.7500,10.6800,0.297612,0.392123,841,2181,0.0140,3.675758
PLTR,C,180.0000,2026-02-06,18,170.9600,7.2500,7.4000,7.3300,0.715980,0.409408,1342,3376,0.0205,3.675542
MSFT,C,480.0000,2026-02-20,32,459.8600,8.8500,9.0000,8.9300,0.296153,0.346427,2077,4140,0.0168,3.674268
META,C,630.0000,2026-01-30,11,620.2500,18.4000,18.6500,18.5200,0.523733,0.456397,1285,1273,0.0135,3.674213
QQQ,C,625.0000,2026-02-20,32,621.2600,12.4200,12.4800,12.4500,0.176300,0.498044,5116,12607,0.0048,3.672978
TSLA,P,420.0000,2026-01-30,11,437.5000,8.4500,8.5500,8.5000,0.537952,-0.308555,10053,10546,0.0118,3.672481
